Academic_ID,Student_ID,Subject,Exam_Type,Rote_Learning_Score,Conceptual_Understanding_Score,Practical_Project_Score
4723,STU1591,Coding,Term 1,41,28,47
4724,STU1591,Civic Sense,Term 1,43,26,41
4725,STU1591,Maths,Finals,71,75,73
4726,STU1591,Science,Finals,71,68,71
4727,STU1591,Coding,Finals,64,75,71
4728,STU1591,Civic Sense,Finals,59,74,76
4729,STU1592,Maths,Term 1,61,72,67
4730,STU1592,Science,Term 1,83,70,87
4731,STU1592,Coding,Term 1,80,85,81
4732,STU1592,Civic Sense,Term 1,70,66,77
4733,STU1592,Maths,Finals,79,72,69
4734,STU1592,Science,Finals,84,74,67
4735,STU1592,Coding,Finals,61,82,76
4736,STU1592,Civic Sense,Finals,71,83,84
4737,STU1593,Maths,Term 1,62,66,76
4738,STU1593,Science,Term 1,62,85,84
4739,STU1593,Coding,Term 1,56,82,65
4740,STU1593,Civic Sense,Term 1,75,70,82
4741,STU1593,Maths,Finals,65,84,78
4742,STU1593,Science,Finals,57,71,85
4743,STU1593,Coding,Finals,64,74,86
4744,STU1593,Civic Sense,Finals,62,62,85
4745,STU1594,Maths,Term 1,67,72,72
4746,STU1594,Science,Term 1,73,75,83
4747,STU1594,Coding,Term 1,60,71,76
4748,STU1594,Civic Sense,Term 1,80,63,68
4749,STU1594,Maths,Finals,67,69,72
4750,STU1594,Science,Finals,67,81,84
4751,STU1594,Coding,Finals,56,81,69
4752,STU1594,Civic Sense,Finals,81,76,72
4753,STU1595,Maths,Term 1,60,74,65
4754,STU1595,Science,Term 1,82,65,82
4755,STU1595,Coding,Term 1,74,73,85
4756,STU1595,Civic Sense,Term 1,67,73,65
4757,STU1595,Maths,Finals,65,67,74
4758,STU1595,Science,Finals,60,76,67
4759,STU1595,Coding,Finals,67,85,73
4760,STU1595,Civic Sense,Finals,63,62,87
4761,STU1596,Maths,Term 1,57,61,68
4762,STU1596,Science,Term 1,74,82,79
4763,STU1596,Coding,Term 1,65,80,71
4764,STU1596,Civic Sense,Term 1,65,77,85
4765,STU1596,Maths,Finals,84,69,78
4766,STU1596,Science,Finals,81,68,66
4767,STU1596,Coding,Finals,66,63,66
4768,STU1596,Civic Sense,Finals,61,81,82
4769,STU1597,Maths,Term 1,59,75,71
4770,STU1597,Science,Term 1,55,68,69
4771,STU1597,Coding,Term 1,70,73,71
4772,STU1597,Civic Sense,Term 1,68,64,81
4773,STU1597,Maths,Finals,82,63,73
4774,STU1597,Science,Finals,75,68,86
4775,STU1597,Coding,Finals,63,74,68
4776,STU1597,Civic Sense,Finals,71,84,83
4777,STU1598,Maths,Term 1,65,85,71
4778,STU1598,Science,Term 1,84,60,83
4779,STU1598,Coding,Term 1,68,78,66
4780,STU1598,Civic Sense,Term 1,68,75,77
4781,STU1598,Maths,Finals,63,82,86
4782,STU1598,Science,Finals,82,79,85
4783,STU1598,Coding,Finals,77,60,83
4784,STU1598,Civic Sense,Finals,60,65,81
4785,STU1599,Maths,Term 1,82,68,84
4786,STU1599,Science,Term 1,71,74,73
4787,STU1599,Coding,Term 1,82,70,76
4788,STU1599,Civic Sense,Term 1,58,82,72
4789,STU1599,Maths,Finals,81,84,75
4790,STU1599,Science,Finals,72,83,79
4791,STU1599,Coding,Finals,59,75,68
4792,STU1599,Civic Sense,Finals,69,68,71
4793,STU1600,Maths,Term 1,43,42,43
4794,STU1600,Science,Term 1,33,37,48
4795,STU1600,Coding,Term 1,31,31,49
4796,STU1600,Civic Sense,Term 1,36,43,42
4797,STU1600,Maths,Finals,71,80,76
4798,STU1600,Science,Finals,72,80,84
4799,STU1600,Coding,Finals,75,76,77
4800,STU1600,Civic Sense,Finals,62,71,82
4801,STU1601,Maths,Term 1,70,74,65
4802,STU1601,Science,Term 1,81,68,68
4803,STU1601,Coding,Term 1,62,82,65
4804,STU1601,Civic Sense,Term 1,74,60,84
4805,STU1601,Maths,Finals,84,63,76
4806,STU1601,Science,Finals,61,76,85
4807,STU1601,Coding,Finals,82,73,65
4808,STU1601,Civic Sense,Finals,60,77,69
4809,STU1602,Maths,Term 1,66,68,70
4810,STU1602,Science,Term 1,56,68,67
4811,STU1602,Coding,Term 1,75,65,72
4812,STU1602,Civic Sense,Term 1,83,62,84
4813,STU1602,Maths,Finals,56,83,85
4814,STU1602,Science,Finals,66,74,79
4815,STU1602,Coding,Finals,59,60,73
4816,STU1602,Civic Sense,Finals,79,68,67
4817,STU1603,Maths,Term 1,45,47,48
4818,STU1603,Science,Term 1,33,43,46
4819,STU1603,Coding,Term 1,35,33,51
4820,STU1603,Civic Sense,Term 1,37,42,42
4821,STU1603,Maths,Finals,56,80,79
4822,STU1603,Science,Finals,58,69,74
4823,STU1603,Coding,Finals,63,79,70
4824,STU1603,Civic Sense,Finals,73,80,74
4825,STU1604,Maths,Term 1,63,78,78
4826,STU1604,Science,Term 1,61,65,70
4827,STU1604,Coding,Term 1,66,62,80
4828,STU1604,Civic Sense,Term 1,81,69,69
4829,STU1604,Maths,Finals,60,69,65
4830,STU1604,Science,Finals,63,82,85
4831,STU1604,Coding,Finals,76,66,70
4832,STU1604,Civic Sense,Finals,68,63,68
4833,STU1605,Maths,Term 1,74,61,66
4834,STU1605,Science,Term 1,61,69,77
4835,STU1605,Coding,Term 1,71,73,68
4836,STU1605,Civic Sense,Term 1,77,72,71
4837,STU1605,Maths,Finals,56,75,65
4838,STU1605,Science,Finals,59,77,77
4839,STU1605,Coding,Finals,69,82,85
4840,STU1605,Civic Sense,Finals,60,61,69
4841,STU1606,Maths,Term 1,56,79,75
4842,STU1606,Science,Term 1,79,85,72
4843,STU1606,Coding,Term 1,67,85,78
4844,STU1606,Civic Sense,Term 1,78,64,67
4845,STU1606,Maths,Finals,73,71,71
4846,STU1606,Science,Finals,68,77,83
4847,STU1606,Coding,Finals,55,60,75
4848,STU1606,Civic Sense,Finals,69,75,84
4849,STU1607,Maths,Term 1,56,63,80
4850,STU1607,Science,Term 1,62,64,75
4851,STU1607,Coding,Term 1,80,78,65
4852,STU1607,Civic Sense,Term 1,55,85,79
4853,STU1607,Maths,Finals,61,79,79
4854,STU1607,Science,Finals,57,66,66
4855,STU1607,Coding,Finals,75,74,70
4856,STU1607,Civic Sense,Finals,60,62,68
4857,STU1608,Maths,Term 1,81,72,83
4858,STU1608,Science,Term 1,56,83,81
4859,STU1608,Coding,Term 1,70,62,85
4860,STU1608,Civic Sense,Term 1,67,75,69
4861,STU1608,Maths,Finals,60,63,65
4862,STU1608,Science,Finals,80,68,75
4863,STU1608,Coding,Finals,82,82,73
4864,STU1608,Civic Sense,Finals,78,73,68
4865,STU1609,Maths,Term 1,88,97,92
4866,STU1609,Science,Term 1,87,95,90
4867,STU1609,Coding,Term 1,99,92,94
4868,STU1609,Civic Sense,Term 1,92,94,90
4869,STU1609,Maths,Finals,89,91,94
4870,STU1609,Science,Finals,94,100,92
4871,STU1609,Coding,Finals,90,93,92
4872,STU1609,Civic Sense,Finals,87,98,96
4873,STU1610,Maths,Term 1,40,30,46
4874,STU1610,Science,Term 1,48,33,42
4875,STU1610,Coding,Term 1,34,48,40
4876,STU1610,Civic Sense,Term 1,48,33,49
4877,STU1610,Maths,Finals,69,80,75
4878,STU1610,Science,Finals,67,65,76
4879,STU1610,Coding,Finals,60,78,81
4880,STU1610,Civic Sense,Finals,65,68,77
4881,STU1611,Maths,Term 1,100,94,91
4882,STU1611,Science,Term 1,99,97,94
4883,STU1611,Coding,Term 1,85,98,92
4884,STU1611,Civic Sense,Term 1,93,93,95
4885,STU1611,Maths,Finals,96,89,96
4886,STU1611,Science,Finals,86,90,91
4887,STU1611,Coding,Finals,88,97,100
4888,STU1611,Civic Sense,Finals,88,93,98
4889,STU1612,Maths,Term 1,81,62,70
4890,STU1612,Science,Term 1,80,73,82
4891,STU1612,Coding,Term 1,83,72,87
4892,STU1612,Civic Sense,Term 1,64,83,84
4893,STU1612,Maths,Finals,80,77,78
4894,STU1612,Science,Finals,63,75,82
4895,STU1612,Coding,Finals,68,85,81
4896,STU1612,Civic Sense,Finals,76,73,69
4897,STU1613,Maths,Term 1,67,61,65
4898,STU1613,Science,Term 1,71,76,73
4899,STU1613,Coding,Term 1,64,74,73
4900,STU1613,Civic Sense,Term 1,55,76,88
4901,STU1613,Maths,Finals,62,74,86
4902,STU1613,Science,Finals,72,62,83
4903,STU1613,Coding,Finals,58,78,66
4904,STU1613,Civic Sense,Finals,70,69,84
4905,STU1614,Maths,Term 1,89,89,96
4906,STU1614,Science,Term 1,94,88,90
4907,STU1614,Coding,Term 1,97,97,98
4908,STU1614,Civic Sense,Term 1,91,94,99
4909,STU1614,Maths,Finals,89,91,95
4910,STU1614,Science,Finals,92,92,98
4911,STU1614,Coding,Finals,93,96,96
4912,STU1614,Civic Sense,Finals,93,95,90
4913,STU1615,Maths,Term 1,58,67,83
4914,STU1615,Science,Term 1,71,73,75
4915,STU1615,Coding,Term 1,63,73,70
4916,STU1615,Civic Sense,Term 1,59,82,65
4917,STU1615,Maths,Finals,60,62,70
4918,STU1615,Science,Finals,61,83,88
4919,STU1615,Coding,Finals,70,81,88
4920,STU1615,Civic Sense,Finals,59,60,76
4921,STU1616,Maths,Term 1,85,91,93
4922,STU1616,Science,Term 1,85,88,90
4923,STU1616,Coding,Term 1,85,96,98
4924,STU1616,Civic Sense,Term 1,97,91,94
4925,STU1616,Maths,Finals,97,95,93
4926,STU1616,Science,Finals,88,97,90
4927,STU1616,Coding,Finals,85,96,98
4928,STU1616,Civic Sense,Finals,87,89,94
4929,STU1617,Maths,Term 1,30,25,42
4930,STU1617,Science,Term 1,42,43,44
4931,STU1617,Coding,Term 1,37,29,55
4932,STU1617,Civic Sense,Term 1,36,39,54
4933,STU1617,Maths,Finals,74,66,82
4934,STU1617,Science,Finals,55,75,79
4935,STU1617,Coding,Finals,72,67,83
4936,STU1617,Civic Sense,Finals,70,73,82
4937,STU1618,Maths,Term 1,56,60,84
4938,STU1618,Science,Term 1,81,78,81
4939,STU1618,Coding,Term 1,63,81,72
4940,STU1618,Civic Sense,Term 1,62,73,68
4941,STU1618,Maths,Finals,83,63,88
4942,STU1618,Science,Finals,81,67,79
4943,STU1618,Coding,Finals,57,63,81
4944,STU1618,Civic Sense,Finals,83,62,75
4945,STU1619,Maths,Term 1,49,42,51
4946,STU1619,Science,Term 1,38,35,44
4947,STU1619,Coding,Term 1,48,34,44
4948,STU1619,Civic Sense,Term 1,30,31,48
4949,STU1619,Maths,Finals,55,67,81
4950,STU1619,Science,Finals,61,75,77
4951,STU1619,Coding,Finals,63,78,83
4952,STU1619,Civic Sense,Finals,55,79,80
4953,STU1620,Maths,Term 1,73,79,84
4954,STU1620,Science,Term 1,63,69,83
4955,STU1620,Coding,Term 1,83,82,73
4956,STU1620,Civic Sense,Term 1,82,72,78
4957,STU1620,Maths,Finals,69,64,87
4958,STU1620,Science,Finals,56,63,66
4959,STU1620,Coding,Finals,72,64,73
4960,STU1620,Civic Sense,Finals,83,80,88
4961,STU1621,Maths,Term 1,34,47,42
4962,STU1621,Science,Term 1,46,29,44
4963,STU1621,Coding,Term 1,50,32,54
4964,STU1621,Civic Sense,Term 1,49,34,40
4965,STU1621,Maths,Finals,59,77,74
4966,STU1621,Science,Finals,56,76,72
4967,STU1621,Coding,Finals,70,73,80
4968,STU1621,Civic Sense,Finals,59,79,77
4969,STU1622,Maths,Term 1,66,80,71
4970,STU1622,Science,Term 1,68,69,70
4971,STU1622,Coding,Term 1,84,67,76
4972,STU1622,Civic Sense,Term 1,69,60,65
4973,STU1622,Maths,Finals,64,62,70
4974,STU1622,Science,Finals,74,63,82
4975,STU1622,Coding,Finals,59,77,87
4976,STU1622,Civic Sense,Finals,65,63,82
4977,STU1623,Maths,Term 1,43,27,45
4978,STU1623,Science,Term 1,50,35,51
4979,STU1623,Coding,Term 1,48,25,49
4980,STU1623,Civic Sense,Term 1,42,28,41
4981,STU1623,Maths,Finals,56,79,75
4982,STU1623,Science,Finals,62,66,78
4983,STU1623,Coding,Finals,68,78,70
4984,STU1623,Civic Sense,Finals,56,67,74
4985,STU1624,Maths,Term 1,71,64,79
4986,STU1624,Science,Term 1,57,60,67
4987,STU1624,Coding,Term 1,78,83,70
4988,STU1624,Civic Sense,Term 1,61,64,83
4989,STU1624,Maths,Finals,78,80,78
4990,STU1624,Science,Finals,57,71,67
4991,STU1624,Coding,Finals,59,60,85
4992,STU1624,Civic Sense,Finals,83,68,82
4993,STU1625,Maths,Term 1,55,75,88
4994,STU1625,Science,Term 1,68,73,75
4995,STU1625,Coding,Term 1,62,84,88
4996,STU1625,Civic Sense,Term 1,84,84,73
4997,STU1625,Maths,Finals,64,72,88
4998,STU1625,Science,Finals,56,69,85
4999,STU1625,Coding,Finals,60,64,79
5000,STU1625,Civic Sense,Finals,68,67,85
5001,STU1626,Maths,Term 1,81,60,68
5002,STU1626,Science,Term 1,74,62,75
5003,STU1626,Coding,Term 1,62,60,76
5004,STU1626,Civic Sense,Term 1,70,83,88
5005,STU1626,Maths,Finals,80,80,71
5006,STU1626,Science,Finals,78,69,80
5007,STU1626,Coding,Finals,82,64,73
5008,STU1626,Civic Sense,Finals,62,71,82
5009,STU1627,Maths,Term 1,87,95,96
5010,STU1627,Science,Term 1,90,90,95
5011,STU1627,Coding,Term 1,88,99,100
5012,STU1627,Civic Sense,Term 1,89,95,100
5013,STU1627,Maths,Finals,90,94,97
5014,STU1627,Science,Finals,85,96,96
5015,STU1627,Coding,Finals,98,99,96
5016,STU1627,Civic Sense,Finals,96,99,96
5017,STU1628,Maths,Term 1,89,92,91
5018,STU1628,Science,Term 1,99,94,98
5019,STU1628,Coding,Term 1,99,96,94
5020,STU1628,Civic Sense,Term 1,94,95,97
5021,STU1628,Maths,Finals,87,98,92
5022,STU1628,Science,Finals,86,98,93
5023,STU1628,Coding,Finals,96,88,90
5024,STU1628,Civic Sense,Finals,98,89,98
5025,STU1629,Maths,Term 1,73,75,74
5026,STU1629,Science,Term 1,59,64,72
5027,STU1629,Coding,Term 1,65,68,71
5028,STU1629,Civic Sense,Term 1,64,61,74
5029,STU1629,Maths,Finals,78,73,88
5030,STU1629,Science,Finals,79,72,82
5031,STU1629,Coding,Finals,59,63,69
5032,STU1629,Civic Sense,Finals,57,70,85
5033,STU1630,Maths,Term 1,63,79,88
5034,STU1630,Science,Term 1,79,71,70
5035,STU1630,Coding,Term 1,66,68,83
5036,STU1630,Civic Sense,Term 1,80,65,65
5037,STU1630,Maths,Finals,67,81,87
5038,STU1630,Science,Finals,63,85,74
5039,STU1630,Coding,Finals,75,62,68
5040,STU1630,Civic Sense,Finals,58,81,87
5041,STU1631,Maths,Term 1,79,66,82
5042,STU1631,Science,Term 1,72,62,81
5043,STU1631,Coding,Term 1,59,74,72
5044,STU1631,Civic Sense,Term 1,55,81,78
5045,STU1631,Maths,Finals,62,69,72
5046,STU1631,Science,Finals,65,81,83
5047,STU1631,Coding,Finals,80,69,81
5048,STU1631,Civic Sense,Finals,82,76,70
5049,STU1632,Maths,Term 1,71,76,73
5050,STU1632,Science,Term 1,73,85,78
5051,STU1632,Coding,Term 1,72,60,77
5052,STU1632,Civic Sense,Term 1,67,68,65
5053,STU1632,Maths,Finals,66,63,68
5054,STU1632,Science,Finals,56,65,67
5055,STU1632,Coding,Finals,60,71,74
5056,STU1632,Civic Sense,Finals,61,81,88
5057,STU1633,Maths,Term 1,80,83,70
5058,STU1633,Science,Term 1,62,60,68
5059,STU1633,Coding,Term 1,77,72,66
5060,STU1633,Civic Sense,Term 1,64,79,88
5061,STU1633,Maths,Finals,71,73,65
5062,STU1633,Science,Finals,81,67,80
5063,STU1633,Coding,Finals,59,63,87
5064,STU1633,Civic Sense,Finals,78,80,81
5065,STU1634,Maths,Term 1,56,66,70
5066,STU1634,Science,Term 1,56,82,71
5067,STU1634,Coding,Term 1,58,79,79
5068,STU1634,Civic Sense,Term 1,72,78,84
5069,STU1634,Maths,Finals,74,61,67
5070,STU1634,Science,Finals,57,85,73
5071,STU1634,Coding,Finals,56,60,71
5072,STU1634,Civic Sense,Finals,64,75,68
5073,STU1635,Maths,Term 1,79,82,80
5074,STU1635,Science,Term 1,78,63,83
5075,STU1635,Coding,Term 1,81,74,85
5076,STU1635,Civic Sense,Term 1,72,73,66
5077,STU1635,Maths,Finals,79,83,68
5078,STU1635,Science,Finals,83,80,77
5079,STU1635,Coding,Finals,83,64,76
5080,STU1635,Civic Sense,Finals,76,82,84
5081,STU1636,Maths,Term 1,86,99,98
5082,STU1636,Science,Term 1,93,89,99
5083,STU1636,Coding,Term 1,94,98,97
5084,STU1636,Civic Sense,Term 1,95,93,90
5085,STU1636,Maths,Finals,88,89,93
5086,STU1636,Science,Finals,99,93,93
5087,STU1636,Coding,Finals,95,96,92
5088,STU1636,Civic Sense,Finals,88,88,97
5089,STU1637,Maths,Term 1,99,96,90
5090,STU1637,Science,Term 1,100,90,97
5091,STU1637,Coding,Term 1,86,99,93
5092,STU1637,Civic Sense,Term 1,99,89,96
5093,STU1637,Maths,Finals,88,94,90
5094,STU1637,Science,Finals,88,100,99
5095,STU1637,Coding,Finals,100,90,92
5096,STU1637,Civic Sense,Finals,91,98,99
5097,STU1638,Maths,Term 1,97,92,97
5098,STU1638,Science,Term 1,100,100,91
5099,STU1638,Coding,Term 1,91,95,95
5100,STU1638,Civic Sense,Term 1,92,88,97
5101,STU1638,Maths,Finals,98,96,91
5102,STU1638,Science,Finals,85,90,94
5103,STU1638,Coding,Finals,85,98,98
5104,STU1638,Civic Sense,Finals,96,100,95
5105,STU1639,Maths,Term 1,71,61,65
5106,STU1639,Science,Term 1,60,80,73
5107,STU1639,Coding,Term 1,76,69,71
5108,STU1639,Civic Sense,Term 1,80,84,69
5109,STU1639,Maths,Finals,61,72,70
5110,STU1639,Science,Finals,60,63,77
5111,STU1639,Coding,Finals,73,61,77
5112,STU1639,Civic Sense,Finals,74,81,77
5113,STU1640,Maths,Term 1,82,74,73
5114,STU1640,Science,Term 1,67,81,80
5115,STU1640,Coding,Term 1,55,72,79
5116,STU1640,Civic Sense,Term 1,76,81,76
5117,STU1640,Maths,Finals,57,73,84
5118,STU1640,Science,Finals,77,63,72
5119,STU1640,Coding,Finals,73,71,87
5120,STU1640,Civic Sense,Finals,78,64,67
5121,STU1641,Maths,Term 1,78,63,78
5122,STU1641,Science,Term 1,83,69,69
5123,STU1641,Coding,Term 1,67,62,65
5124,STU1641,Civic Sense,Term 1,70,60,71
5125,STU1641,Maths,Finals,61,71,66
5126,STU1641,Science,Finals,81,80,81
5127,STU1641,Coding,Finals,79,68,70
5128,STU1641,Civic Sense,Finals,64,66,87
5129,STU1642,Maths,Term 1,58,79,82
5130,STU1642,Science,Term 1,82,67,83
5131,STU1642,Coding,Term 1,59,69,82
5132,STU1642,Civic Sense,Term 1,82,69,81
5133,STU1642,Maths,Finals,57,67,65
5134,STU1642,Science,Finals,55,69,68
5135,STU1642,Coding,Finals,78,73,84
5136,STU1642,Civic Sense,Finals,80,85,67
5137,STU1643,Maths,Term 1,95,91,90
5138,STU1643,Science,Term 1,89,89,95
5139,STU1643,Coding,Term 1,87,94,97
5140,STU1643,Civic Sense,Term 1,96,100,98
5141,STU1643,Maths,Finals,97,99,94
5142,STU1643,Science,Finals,97,99,93
5143,STU1643,Coding,Finals,92,98,99
5144,STU1643,Civic Sense,Finals,95,91,94
5145,STU1644,Maths,Term 1,57,60,75
5146,STU1644,Science,Term 1,55,63,73
5147,STU1644,Coding,Term 1,84,75,78
5148,STU1644,Civic Sense,Term 1,63,84,69
5149,STU1644,Maths,Finals,70,76,83
5150,STU1644,Science,Finals,80,73,68
5151,STU1644,Coding,Finals,65,75,72
5152,STU1644,Civic Sense,Finals,72,70,75
5153,STU1645,Maths,Term 1,84,63,69
5154,STU1645,Science,Term 1,72,84,67
5155,STU1645,Coding,Term 1,83,74,80
5156,STU1645,Civic Sense,Term 1,65,85,68
5157,STU1645,Maths,Finals,59,67,83
5158,STU1645,Science,Finals,66,84,83
5159,STU1645,Coding,Finals,70,76,68
5160,STU1645,Civic Sense,Finals,65,71,73
5161,STU1646,Maths,Term 1,82,80,66
5162,STU1646,Science,Term 1,79,81,84
5163,STU1646,Coding,Term 1,69,65,72
5164,STU1646,Civic Sense,Term 1,78,72,65
5165,STU1646,Maths,Finals,59,69,74
5166,STU1646,Science,Finals,68,84,88
5167,STU1646,Coding,Finals,81,71,73
5168,STU1646,Civic Sense,Finals,68,84,79
5169,STU1647,Maths,Term 1,56,71,67
5170,STU1647,Science,Term 1,69,63,65
5171,STU1647,Coding,Term 1,69,66,66
5172,STU1647,Civic Sense,Term 1,81,76,79
5173,STU1647,Maths,Finals,58,71,77
5174,STU1647,Science,Finals,80,68,85
5175,STU1647,Coding,Finals,70,77,85
5176,STU1647,Civic Sense,Finals,79,67,80
5177,STU1648,Maths,Term 1,56,66,68
5178,STU1648,Science,Term 1,70,70,74
5179,STU1648,Coding,Term 1,62,76,65
5180,STU1648,Civic Sense,Term 1,79,65,79
5181,STU1648,Maths,Finals,64,62,74
5182,STU1648,Science,Finals,71,70,87
5183,STU1648,Coding,Finals,69,81,70
5184,STU1648,Civic Sense,Finals,67,61,70
5185,STU1649,Maths,Term 1,65,68,77
5186,STU1649,Science,Term 1,76,76,77
5187,STU1649,Coding,Term 1,59,74,70
5188,STU1649,Civic Sense,Term 1,72,76,74
5189,STU1649,Maths,Finals,56,74,78
5190,STU1649,Science,Finals,68,68,69
5191,STU1649,Coding,Finals,55,74,85
5192,STU1649,Civic Sense,Finals,83,72,86
5193,STU1650,Maths,Term 1,70,62,87
5194,STU1650,Science,Term 1,61,70,71
5195,STU1650,Coding,Term 1,78,77,77
5196,STU1650,Civic Sense,Term 1,70,73,87
5197,STU1650,Maths,Finals,59,71,84
5198,STU1650,Science,Finals,59,66,81
5199,STU1650,Coding,Finals,68,83,81
5200,STU1650,Civic Sense,Finals,81,75,84
5201,STU1651,Maths,Term 1,30,33,52
5202,STU1651,Science,Term 1,48,46,47
5203,STU1651,Coding,Term 1,35,26,50
5204,STU1651,Civic Sense,Term 1,41,32,48
5205,STU1651,Maths,Finals,55,76,70
5206,STU1651,Science,Finals,71,69,85
5207,STU1651,Coding,Finals,61,78,72
5208,STU1651,Civic Sense,Finals,65,79,83
5209,STU1652,Maths,Term 1,85,93,93
5210,STU1652,Science,Term 1,95,94,97
5211,STU1652,Coding,Term 1,86,99,97
5212,STU1652,Civic Sense,Term 1,99,95,95
5213,STU1652,Maths,Finals,96,92,92
5214,STU1652,Science,Finals,98,89,99
5215,STU1652,Coding,Finals,85,91,98
5216,STU1652,Civic Sense,Finals,93,90,92
5217,STU1653,Maths,Term 1,82,72,88
5218,STU1653,Science,Term 1,81,64,79
5219,STU1653,Coding,Term 1,78,66,70
5220,STU1653,Civic Sense,Term 1,56,82,70
5221,STU1653,Maths,Finals,60,80,69
5222,STU1653,Science,Finals,70,63,68
5223,STU1653,Coding,Finals,79,62,79
5224,STU1653,Civic Sense,Finals,81,71,85
5225,STU1654,Maths,Term 1,98,97,91
5226,STU1654,Science,Term 1,100,89,96
5227,STU1654,Coding,Term 1,90,88,94
5228,STU1654,Civic Sense,Term 1,90,97,98
5229,STU1654,Maths,Finals,96,89,94
5230,STU1654,Science,Finals,93,96,96
5231,STU1654,Coding,Finals,92,88,95
5232,STU1654,Civic Sense,Finals,90,89,96
5233,STU1655,Maths,Term 1,85,91,99
5234,STU1655,Science,Term 1,90,90,90
5235,STU1655,Coding,Term 1,90,99,96
5236,STU1655,Civic Sense,Term 1,85,89,94
5237,STU1655,Maths,Finals,90,98,96
5238,STU1655,Science,Finals,93,95,91
5239,STU1655,Coding,Finals,86,94,98
5240,STU1655,Civic Sense,Finals,85,89,97
5241,STU1656,Maths,Term 1,83,84,65
5242,STU1656,Science,Term 1,84,66,67
5243,STU1656,Coding,Term 1,67,66,79
5244,STU1656,Civic Sense,Term 1,83,84,66
5245,STU1656,Maths,Finals,83,70,86
5246,STU1656,Science,Finals,55,61,74
5247,STU1656,Coding,Finals,73,66,71
5248,STU1656,Civic Sense,Finals,60,73,79
5249,STU1657,Maths,Term 1,84,68,77
5250,STU1657,Science,Term 1,73,67,68
5251,STU1657,Coding,Term 1,82,85,79
5252,STU1657,Civic Sense,Term 1,60,78,73
5253,STU1657,Maths,Finals,80,74,78
5254,STU1657,Science,Finals,62,77,65
5255,STU1657,Coding,Finals,72,67,83
5256,STU1657,Civic Sense,Finals,56,83,77
5257,STU1658,Maths,Term 1,65,68,66
5258,STU1658,Science,Term 1,60,71,84
5259,STU1658,Coding,Term 1,78,79,82
5260,STU1658,Civic Sense,Term 1,65,63,87
5261,STU1658,Maths,Finals,74,67,88
5262,STU1658,Science,Finals,74,67,69
5263,STU1658,Coding,Finals,69,82,70
5264,STU1658,Civic Sense,Finals,79,75,70
5265,STU1659,Maths,Term 1,57,65,83
5266,STU1659,Science,Term 1,58,72,72
5267,STU1659,Coding,Term 1,66,80,66
5268,STU1659,Civic Sense,Term 1,64,84,83
5269,STU1659,Maths,Finals,81,73,66
5270,STU1659,Science,Finals,59,73,87
5271,STU1659,Coding,Finals,68,74,77
5272,STU1659,Civic Sense,Finals,75,70,70
5273,STU1660,Maths,Term 1,60,77,85
5274,STU1660,Science,Term 1,64,71,71
5275,STU1660,Coding,Term 1,73,75,73
5276,STU1660,Civic Sense,Term 1,74,83,85
5277,STU1660,Maths,Finals,73,71,65
5278,STU1660,Science,Finals,69,83,65
5279,STU1660,Coding,Finals,71,77,78
5280,STU1660,Civic Sense,Finals,64,60,78
5281,STU1661,Maths,Term 1,66,84,78
5282,STU1661,Science,Term 1,82,60,70
5283,STU1661,Coding,Term 1,56,77,65
5284,STU1661,Civic Sense,Term 1,76,82,68
5285,STU1661,Maths,Finals,73,65,84
5286,STU1661,Science,Finals,56,65,70
5287,STU1661,Coding,Finals,79,62,76
5288,STU1661,Civic Sense,Finals,79,69,72
5289,STU1662,Maths,Term 1,63,68,82
5290,STU1662,Science,Term 1,73,61,83
5291,STU1662,Coding,Term 1,62,65,70
5292,STU1662,Civic Sense,Term 1,66,66,72
